run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score
20260522_161848,patient_23,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:14.676577,1,200,2.742292599999928,1,1,0,0,0,0,0,0.0
20260522_161848,patient_23,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:17.536299,1,200,2.7985544000039226,1,1,0,0,0,0,0,0.0
20260522_161848,patient_23,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:20.558401,1,200,2.50155359999917,1,1,0,0,0,0,0,0.0
20260522_161848,patient_23,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:23.470966,1,200,3.33705899999768,1,1,0,0,0,0,0,0.0
20260522_161848,patient_24,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:26.862924,1,200,1.6952082999996492,1,1,0,0,0,0,0,0.0
20260522_161848,patient_24,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:28.656496,1,200,1.6434566999960225,1,1,0,0,0,0,0,0.0
20260522_161848,patient_24,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:30.456883,1,200,1.8025421999991522,1,1,0,0,0,0,0,0.0
20260522_161848,patient_24,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:32.482700,1,200,1.9564555000033579,1,1,0,0,0,0,0,0.0
20260522_161848,patient_25,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:34.492962,1,200,2.2778715000022203,1,1,0,0,0,0,0,0.0
20260522_161848,patient_25,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:36.870813,1,200,3.351896600004693,1,1,0,0,0,0,0,0.0
20260522_161848,patient_25,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:40.416266,1,200,4.295801899999788,1,1,0,0,0,0,0,0.0
20260522_161848,patient_25,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:44.977516,1,200,3.775674700002128,1,1,0,0,0,0,0,0.0
